,Path,Gender,Age,Ethnicity,Facial Emotion,Identity
0,datasets_with_standard_labels/CelebA_HQ/train/images/00000000.jpg,1,-100.0,-100.0,-100.0,-100.0
1,datasets_with_standard_labels/CelebA_HQ/train/images/00000001.jpg,1,-100.0,-100.0,-100.0,-100.0
2,datasets_with_standard_labels/CelebA_HQ/train/images/00000002.jpg,1,-100.0,-100.0,-100.0,-100.0
3,datasets_with_standard_labels/CelebA_HQ/train/images/00000003.jpg,1,-100.0,-100.0,-100.0,-100.0
4,datasets_with_standard_labels/CelebA_HQ/train/images/00000004.jpg,1,-100.0,-100.0,-100.0,-100.0
5,datasets_with_standard_labels/CelebA_HQ/train/images/00000005.jpg,1,-100.0,-100.0,-100.0,-100.0
6,datasets_with_standard_labels/CelebA_HQ/train/images/00000006.jpg,1,-100.0,-100.0,-100.0,-100.0
7,datasets_with_standard_labels/CelebA_HQ/train/images/00000007.jpg,1,-100.0,-100.0,-100.0,-100.0
8,datasets_with_standard_labels/CelebA_HQ/train/images/00000008.jpg,1,-100.0,-100.0,-100.0,-100.0
9,datasets_with_standard_labels/CelebA_HQ/train/images/00000009.jpg,1,-100.0,-100.0,-100.0,-100.0
10,datasets_with_standard_labels/CelebA_HQ/train/images/00000010.jpg,1,-100.0,-100.0,-100.0,-100.0
11,datasets_with_standard_labels/CelebA_HQ/train/images/00000011.jpg,1,-100.0,-100.0,-100.0,-100.0
12,datasets_with_standard_labels/CelebA_HQ/train/images/00000012.jpg,1,-100.0,-100.0,-100.0,-100.0
13,datasets_with_standard_labels/CelebA_HQ/train/images/00000013.jpg,1,-100.0,-100.0,-100.0,-100.0
14,datasets_with_standard_labels/CelebA_HQ/train/images/00000014.jpg,1,-100.0,-100.0,-100.0,-100.0
15,datasets_with_standard_labels/CelebA_HQ/train/images/00000015.jpg,1,-100.0,-100.0,-100.0,-100.0
16,datasets_with_standard_labels/CelebA_HQ/train/images/00000016.jpg,1,-100.0,-100.0,-100.0,-100.0
17,datasets_with_standard_labels/CelebA_HQ/train/images/00000017.jpg,1,-100.0,-100.0,-100.0,-100.0
18,datasets_with_standard_labels/CelebA_HQ/train/images/00000018.jpg,1,-100.0,-100.0,-100.0,-100.0
19,datasets_with_standard_labels/CelebA_HQ/train/images/00000019.jpg,1,-100.0,-100.0,-100.0,-100.0
20,datasets_with_standard_labels/CelebA_HQ/train/images/00000020.jpg,1,-100.0,-100.0,-100.0,-100.0
21,datasets_with_standard_labels/CelebA_HQ/train/images/00000021.jpg,1,-100.0,-100.0,-100.0,-100.0
22,datasets_with_standard_labels/CelebA_HQ/train/images/00000022.jpg,1,-100.0,-100.0,-100.0,-100.0
23,datasets_with_standard_labels/CelebA_HQ/train/images/00000023.jpg,1,-100.0,-100.0,-100.0,-100.0
24,datasets_with_standard_labels/CelebA_HQ/train/images/00000024.jpg,1,-100.0,-100.0,-100.0,-100.0
25,datasets_with_standard_labels/CelebA_HQ/train/images/00000025.jpg,1,-100.0,-100.0,-100.0,-100.0
26,datasets_with_standard_labels/CelebA_HQ/train/images/00000026.jpg,1,-100.0,-100.0,-100.0,-100.0
27,datasets_with_standard_labels/CelebA_HQ/train/images/00000027.jpg,1,-100.0,-100.0,-100.0,-100.0
28,datasets_with_standard_labels/CelebA_HQ/train/images/00000028.jpg,1,-100.0,-100.0,-100.0,-100.0
29,datasets_with_standard_labels/CelebA_HQ/train/images/00000029.jpg,1,-100.0,-100.0,-100.0,-100.0
30,datasets_with_standard_labels/CelebA_HQ/train/images/00000030.jpg,1,-100.0,-100.0,-100.0,-100.0
31,datasets_with_standard_labels/CelebA_HQ/train/images/00000031.jpg,1,-100.0,-100.0,-100.0,-100.0
32,datasets_with_standard_labels/CelebA_HQ/train/images/00000032.jpg,1,-100.0,-100.0,-100.0,-100.0
33,datasets_with_standard_labels/CelebA_HQ/train/images/00000033.jpg,1,-100.0,-100.0,-100.0,-100.0
34,datasets_with_standard_labels/CelebA_HQ/train/images/00000034.jpg,1,-100.0,-100.0,-100.0,-100.0
35,datasets_with_standard_labels/CelebA_HQ/train/images/00000035.jpg,1,-100.0,-100.0,-100.0,-100.0
36,datasets_with_standard_labels/CelebA_HQ/train/images/00000036.jpg,1,-100.0,-100.0,-100.0,-100.0
